,molecular mass,mlogp,tpsa,HAccept,HDon,nrotate,carboxylic acid,carboxylate,ester,ether,alcohol,amide,primary amine,secondary amine,4 valenced nitrogen,tertiary amine,keton,cyanide,epoxide,sulfonyl,cyclohexane,piperidine,pyrrolidine,benzene,Methoxybenzene,methylaniline,Phenethylamine,pyridine,pyrrole,fluorine,lat1,lacc,6 atom ring,common atoms in fused 6 atom rings,opioid feature
0,252.26798,1.6729,64.52,4,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0
0,141.16774,0.0328000000000001,52.49,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,236.26858,2.4344,49.49,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,238.1935264,-0.5668,73.55,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
0,144.21144,1.5135,40.46,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,375.548,3.6887,43.7,3,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0
0,256.09138,-0.4056,88.13,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0
0,339.36204,0.940400000000001,121.86,9,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,311.46106,4.61000000000001,23.47,2,1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,3,0,0
0,197.18794,-1.4636,106.94,5,5,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,0,0
0,151.24868,1.9139,26.02,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,0
0,654.5945,1.82,123.93,10,3,6,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,4,4,4,1
0,187.28078,3.6871,3.24,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
0,305.286,-0.807599999999997,133.65,8,2,8,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,318.86416,3.8266,6.48,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,1
0,437.5215496,3.446,29.95,7,1,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,3,0,1
0,370.57454,4.87350000000001,6.48,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,3,0,1
0,386.57394,4.6145,26.71,3,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,3,0,1
0,375.8642232,4.2803,43.7,4,1,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,3,0,0
0,443.62526,4.7003,50.18,5,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0
0,327.80802,2.267,27.74,4,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,1
0,312.4325,1.5316,30.54,4,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0
0,383.5071,2.1454,47.97,5,1,6,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1
0,410.4844832,2.237,60,7,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,6,4,2,0
0,448.38538,3.4072,47.97,5,1,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,4,4,2,1
0,427.41098,2.7473,41.98,5,1,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,0,1
0,284.74022,2.5648,35.5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
0,286.71304,1.541,64.52,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
0,300.73962,2.1219,46.94,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0,0
0,321.1581,1.7583,64.52,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
0,374.90428,3.3594,35.94,4,1,8,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1
0,218.25022,-0.704799999999999,110.96,6,4,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,226.27222,-0.0755000000000003,84.75,5,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,232.23528,0.0685999999999993,84.75,5,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0
0,262.30432,1.0469,75.96,5,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,218.25176,0.7502,64.52,4,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0
0,226.27222,-0.0755000000000003,84.75,5,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,403.96864,2.8749,29.95,4,1,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,3,0,1
0,313.2831832,1.3544,79.2,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
0,343.20998,2.6138,39.33,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1
0,300.73962,1.8832,55.73,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
0,325.7673232,2.8824,27.3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1
0,308.39748,2.4812,38.74,4,1,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1
0,305.3339,0.288500000000004,76.79,6,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0
0,303.35294,1.1226,65.46,5,1,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,3,3,0
0,266.38068,3.8093,15.27,2,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,0,1
0,280.40726,4.1515,6.48,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,0,1
0,314.85232,4.3688,6.48,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,0,1
0,277.40332,5.35100000000001,3.24,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0
0,263.37674,5.00880000000001,12.03,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0
0,279.37614,4.3398,12.47,2,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0
0,277.40332,5.00880000000001,12.03,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,5,14,0
0,329.3654032,3.051,39.72,5,1,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,1,3,0,0
0,306.22958,4.8057,12.03,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,2,0
0,231.25052,0.6613,65.55,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,136.19428,1.4201,38.05,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,264.3648,3.3713,6.48,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,3,0,2
0,371.86388,1.4522,45.22,6,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,1
0,470.00688,3.0276,54.45,7,0,10,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,0,1
0,265.35286,2.1382,18.51,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,2
0,436.9522,4.1517,96.19,6,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,5,2,0,0
0,277.40178,3.0646,32.7,3,1,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1
0,263.3752,2.4105,43.7,3,2,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1
0,298.44568,3.7607,15.27,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1
0,135.20622,2.304,26.02,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,233.30616,2.2898,41.49,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,0,0
0,176.17202,0.115799999999999,67.51,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,255.35474,4.1401,21.26,2,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0
0,309.3261296,4.6825,21.26,5,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,2,0,0
0,250.33668,1.7395,35.94,4,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
0,287.35354,1.6617,41.93,4,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,1
0,379.49196,4.1058,41.93,4,0,6,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,4,3,0,1
0,179.30184,2.6941,26.02,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,0
0,223.29146,0.8579,32.7,4,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
0,162.23156,1.0802,15.27,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0
0,211.26242,0.181900000000001,36.09,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,3,2,0
0,467.64014,3.9977,62.16,5,2,4,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,1,0,1,2,0,1,0,0,0,0,4,6,17,1
0,234.1983096,1.3912,47.28,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,1,0,0
0,378.3121592,3.377,44.29,9,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,0,3,3,2,0
0,284.34806,2.1867,57.15,5,1,0,1,0.5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,0
0,260.24868,-0.256099999999999,91.23,7,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,182.1684864,-1.0014,92.5,6,5,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
0,239.31074,0.5049,72.72,4,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
0,194.1906,-2.3549,62.21,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,299.36424,1.6601,41.93,4,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,1,0,0,0,0,2,4,7,1
0,270.36938,3.0457,24.5,3,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
0,274.78846,3.494,15.27,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0
0,388.8878,2.6778,56.17,5,1,8,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1
0,471.67344,7.58370000000001,43.7,3,2,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4,0,0
0,348.43816,3.5164,55.73,4,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,2,0,0
0,501.65636,5.87450000000001,84.16,5,3,10,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4,0,0
0,296.14864,2.6029,52.49,3,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0
0,357.78764,2.3072,73.16,5,1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,2,0,0
0,230.09386,0.8197,36.09,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,275.34614,0.6489,47.97,5,1,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,2
0,292.37336,0.9911,73.75,5,3,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,0
0,452.5312664,5.19310000000001,79.15,7,2,15,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,4,1,0,0
0,337.41222,3.2667,52.93,4,1,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0
0,303.35294,1.7178,62.16,5,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0
0,234.33728,2.0609,35.5,3,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,332.30628,1.9696,79.15,5,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0
0,303.2883632,-0.288199999999999,68.2,7,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
0,504.43708,-7.56979999999999,268.68,16,11,9,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,789.09599,-2.6939,189.14,11,6,12,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
0,507.1935232,4.1662,36.53,5,1,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,3,0,1
0,290.26806,-0.8415,110.38,6,5,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,3,2,0
0,324.76762,0.9693,54.6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0
0,390.3557896,2.9549,75.96,8,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0
0,324.21622,1.1456,56.32,4,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0
0,356.21656,2.6913,70.31,4,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
0,412.56648,6.02080000000001,24.5,3,1,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,2,6,10,1
0,408.4571896,4.7756,42.52,7,2,7,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,3,0,2,3,0,0
0,416.384956,4.5898,42.52,9,2,7,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,5,0,2,3,0,0
0,338.4864,4.3642,33.29,3,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,3,0,0
0,406.4843696,5.64430000000001,33.29,6,2,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,3,0,2,3,0,0
0,352.51298,4.7543,33.29,3,2,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,3,0,0
0,461.9003,1.1057,97.46,8,0,4,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,3,0,0
0,389.44218,0.758,122.41,7,4,2,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
0,320.3602664,1.3253,62.11,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0
0,321.8681,2.6098,18.51,3,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2
0,380.7797064,0.102600000000003,80.03,9,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
0,444.5174064,2.5325,93.78,8,4,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,2,3,0,0
0,312.363,2.6029,84.75,5,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
0,308.33784,-0.754199999999995,97.61,7,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
0,388.374856,4.501,47.28,8,2,7,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,2,2,0,0
0,401.48592,-1.54599999999999,85.09,9,1,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,413.3774864,-0.297999999999994,126.82,10,3,7,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,3,0,0
0,404.45506,3.8631,90.15,5,2,8,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,0,0
0,474.97528,5.74570000000001,69.92,4,1,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,3,0,0
0,450.793556,1.1083,86.61,12,3,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,5,0,1,2,0,0
0,346.40896,1.0772,63.39,6,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,2,0
0,393.8694,1.7072,51.8,6,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,2,2
0,362.38522,-0.870199999999994,92.85,8,1,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3,2,1
0,346.38582,-0.249099999999995,83.62,7,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3,2,1
0,375.46504,4.4698,36.09,3,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,1,0,3,0,0,2,3,0,0
0,449.97242,3.4359,47.97,5,1,4,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,1,2,0,1,0,0,4,3,0,1
0,324.76432,1.3689,59.56,5,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1
0,549.51394,6.27090000000001,50.77,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,3,0,0
0,579.53992,5.89580000000001,60,6,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,4,3,0,0
0,585.4948664,6.16690000000001,50.77,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,4,3,0,0
0,307.36632,3.1492,55.48,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
0,322.37766,3.4304,49.69,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
0,405.4350064,2.6694,70.95,7,3,6,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,4,4,4,0
0,379.90088,3.9293,61.72,4,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,373.41446,-0.554599999999995,81.9,9,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0,0
0,393.82964,0.285400000000004,75.86,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0
0,120.19158,3.0786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,126.23922,3.0786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,484.3512792,2.2206,80.23,13,1,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,6,0,0,2,0,1
0,620.7291864,4.1556,111.46,10,3,15,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,3,4,0,0
0,606.7026064,4.1131,111.46,10,3,15,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,3,3,0,0
0,386.2266064,1.3703,60.15,7,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0
0,368.2361432,1.4207,60.15,6,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0
0,382.41308,0.958100000000001,107.04,8,2,9,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,0,0
0,410.46624,1.7383,107.04,8,2,11,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,2,0,0
0,299.38914,1.2306,90.98,6,3,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,2,0,0
0,489.0682232,4.0866,50.77,6,2,11,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,3,0,1
0,454.64622,6.90290000000001,24.5,3,1,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,2,6,10,1
0,56.10632,1.8064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,397.3780864,0.739600000000002,100.61,9,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,3,2,0,0
0,98.18606,2.9767,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,84.15948,2.5866,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,126.11334,-1.7939,64.52,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,521.4128232,5.08440000000001,59.56,6,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,3,4,0,0
0,576.4913232,5.1178,62.8,7,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,5,5,0,0
0,429.57554,4.0763,76.99,6,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,2,1,1,2,0,1,0,0,3,3,0,0
0,517.6822,5.83640000000001,68.2,6,1,8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,3,1,1,2,0,1,0,0,2,4,0,1
0,563.54052,6.66100000000001,50.77,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,5,3,0,0
0,577.5671,7.05110000000001,50.77,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,6,3,0,0
0,567.5044032,6.21890000000001,50.77,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,4,3,0,0
